Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,DeliveryMissing,Gender,Name,City,State Code,State_x,Zip Code,Country_x,Continent,Birthday,Product Name,Brand,Color,Unit Cost USD,Unit Price USD,SubcategoryKey,Subcategory,CategoryKey,Category,Country_y,State_y,Square Meters,Open Date,Exchange
1888018,2,2020-03-02,2020-03-07,1442830,0,1452,1,USD,False,Female,Margaret Scott,Silver Spring,MD,Maryland,20910,United States,North America,1940-04-05,The Phone Company Touch Screen Phones SAW/On-wall M806 Gold,The Phone Company,Gold,134.74,293.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1888019,1,2020-03-02,2020-03-06,1879735,0,458,1,USD,False,Female,Robin Conway,Phoenix,AZ,Arizona,85003,United States,North America,1982-07-01,WWI Desktop PC1.80 E1800 White,Wide World Importers,White,117.21,229.9,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1889008,1,2020-03-03,2020-03-05,1441384,0,1373,2,USD,False,Male,Robert Downey,Saginaw,MI,Michigan,48607,United States,North America,1984-01-30,Contoso Phone with Memory Dialing-single line E88 White,Contoso,White,7.23,14.19,501,Home & Office Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1889008,2,2020-03-03,2020-03-05,1441384,0,1495,3,USD,False,Male,Robert Downey,Saginaw,MI,Michigan,48607,United States,North America,1984-01-30,The Phone Company Smart phones 6-LINE SCREEN M21 White,The Phone Company,White,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1889013,1,2020-03-03,2020-03-10,759132,0,892,1,EUR,False,Female,Veronica Siciliano,Terranova Di Pollino,PZ,Potenza,85030,Italy,Europe,1939-12-28,SV Rechargeable Bluetooth Notebook Mouse E80 Black,Southridge Video,Black,30.58,59.99,308,Computers Accessories,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8995
1889013,2,2020-03-03,2020-03-10,759132,0,1442,2,EUR,False,Female,Veronica Siciliano,Terranova Di Pollino,PZ,Potenza,85030,Italy,Europe,1939-12-28,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Gold",The Phone Company,Gold,175.27,529.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8995
1889013,3,2020-03-03,2020-03-10,759132,0,437,2,EUR,False,Female,Veronica Siciliano,Terranova Di Pollino,PZ,Potenza,85030,Italy,Europe,1939-12-28,Adventure Works Desktop PC1.80 ED182 White,Adventure Works,White,254.86,499.9,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8995
1889014,1,2020-03-03,2020-03-05,1377047,0,1528,4,USD,False,Female,Janet Chen,Rocklin,CA,California,95677,United States,North America,1937-06-05,The Phone Company PDA Phone Unlocked 4.7 inches L550 Black,The Phone Company,Black,100.06,302.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1889014,2,2020-03-03,2020-03-05,1377047,0,1289,2,USD,False,Female,Janet Chen,Rocklin,CA,California,95677,United States,North America,1937-06-05,Contoso Genuine Leather Grip Belt E322 Grey,Contoso,Grey,39.76,77.99,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
1889014,3,2020-03-03,2020-03-05,1377047,0,1639,3,USD,False,Female,Janet Chen,Rocklin,CA,California,95677,United States,North America,1937-06-05,Contoso DVD 38 DVD Storage Binder E25 Red,Contoso,Red,5.09,9.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1889014,4,2020-03-03,2020-03-05,1377047,0,1578,4,USD,False,Female,Janet Chen,Rocklin,CA,California,95677,United States,North America,1937-06-05,SV DVD Recorder L210 Silver,Southridge Video,Silver,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1889014,5,2020-03-03,2020-03-05,1377047,0,551,1,USD,False,Female,Janet Chen,Rocklin,CA,California,95677,United States,North America,1937-06-05,Proseware Projector 1080p LCD86 White,Proseware,White,760.38,2295.0,305,Projectors & Screens,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1889019,1,2020-03-03,2020-03-14,1389502,0,1709,7,USD,False,Male,Manuel Jenkins,Irvine,CA,California,92714,United States,North America,1947-10-15,MGS Gears of War M170,Tailspin Toys,Blue,32.25,70.13,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1889019,2,2020-03-03,2020-03-14,1389502,0,459,2,USD,False,Male,Manuel Jenkins,Irvine,CA,California,92714,United States,North America,1947-10-15,WWI Desktop PC1.80 E1801 White,Wide World Importers,White,137.6,269.9,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1889019,3,2020-03-03,2020-03-14,1389502,0,1626,3,USD,False,Male,Manuel Jenkins,Irvine,CA,California,92714,United States,North America,1947-10-15,Contoso DVD Recorder L240 Gold,Contoso,Gold,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1889019,4,2020-03-03,2020-03-14,1389502,0,742,5,USD,False,Male,Manuel Jenkins,Irvine,CA,California,92714,United States,North America,1947-10-15,Proseware Photo Inkjet Printer E290 Green,Proseware,Green,52.0,102.0,306,"Printers, Scanners & Fax",3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1889020,1,2020-03-03,2020-03-09,1057151,0,1601,2,GBP,False,Female,Faith Chan,TORRISHOLME,Lancaster,Lancaster,LA4 6EE,United Kingdom,Europe,1957-09-02,SV DVD 9-Inch Player Portable M300 Black,Southridge Video,Black,73.57,159.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,0.7827
1889020,2,2020-03-03,2020-03-09,1057151,0,1468,1,GBP,False,Female,Faith Chan,TORRISHOLME,Lancaster,Lancaster,LA4 6EE,United Kingdom,Europe,1957-09-02,Contoso Touch Screen Phones - CRT M11 Black,Contoso,Black,86.91,189.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.7827
1889020,3,2020-03-03,2020-03-09,1057151,0,1687,1,GBP,False,Female,Faith Chan,TORRISHOLME,Lancaster,Lancaster,LA4 6EE,United Kingdom,Europe,1957-09-02,SV Hand Games men M30 Yellow,Southridge Video,Yellow,3.16,6.88,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.7827
1889024,1,2020-03-03,2020-03-07,1570925,0,397,7,USD,False,Male,William Slayton,Wadena,MN,Minnesota,56482,United States,North America,1960-10-29,WWI Laptop15 M0150 White,Wide World Importers,White,321.44,699.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1890000,1,2020-03-04,2020-03-07,1460194,0,1521,8,USD,False,Female,Lois Person,Warrensburg,MO,Missouri,64093,United States,North America,1950-05-05,The Phone Company PDA Wifi 3.7-inch M250 Black,The Phone Company,Black,142.56,310.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1890002,1,2020-03-04,2020-03-08,348521,0,1490,1,CAD,False,Male,Robert Kramer,Kentville,NS,Nova Scotia,B4N 1K6,Canada,North America,1994-03-10,The Phone Company Smart phones without camera E100 White,The Phone Company,White,65.77,129.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.3359
1890004,1,2020-03-04,2020-03-07,2057632,0,72,4,USD,False,Male,Vojtech Máca,Houston,TX,Texas,77063,United States,North America,1956-08-07,NT Wireless Bluetooth Stereo Headphones E102 Blue,Northwind Traders,Blue,22.05,47.95,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1890004,2,2020-03-04,2020-03-07,2057632,0,1588,3,USD,False,Male,Vojtech Máca,Houston,TX,Texas,77063,United States,North America,1956-08-07,SV DVD 58 DVD Storage Binder M55 Silver,Southridge Video,Silver,6.39,13.89,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1890021,1,2020-03-04,2020-03-06,2007280,0,100,6,USD,False,Female,Kvetoslava Marková,Callaway,NE,Nebraska,68825,United States,North America,1946-07-29,WWI Wireless Bluetooth Stereo Headphones M170 White,Wide World Importers,White,55.18,120.0,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1890021,2,2020-03-04,2020-03-06,2007280,0,473,2,USD,False,Female,Kvetoslava Marková,Callaway,NE,Nebraska,68825,United States,North America,1946-07-29,Proseware CRT17 E104 Black,Proseware,Black,30.08,59.0,304,Monitors,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1890021,3,2020-03-04,2020-03-06,2007280,0,2152,2,USD,False,Female,Kvetoslava Marková,Callaway,NE,Nebraska,68825,United States,North America,1946-07-29,Adventure Works Coffee Maker Super-Auto 12C X125 White,Adventure Works,White,546.68,1650.0,805,Coffee Machines,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
1890026,1,2020-03-04,2020-03-10,666173,0,102,3,EUR,False,Male,Orson Charron,GARGES-LÈS-GONESSE,IL,Île-de-France,95140,France,Europe,1998-12-04,WWI Wireless Bluetooth Stereo Headphones M270 Silver,Wide World Importers,Silver,52.88,115.0,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8989
1890026,3,2020-03-04,2020-03-10,666173,0,136,2,EUR,False,Male,Orson Charron,GARGES-LÈS-GONESSE,IL,Île-de-France,95140,France,Europe,1998-12-04,"Adventure Works 20"" LCD HDTV M120 Brown",Adventure Works,Brown,160.93,349.95,201,Televisions,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,0.8989
1890027,1,2020-03-04,2020-03-08,1198384,0,420,2,GBP,False,Female,Hannah Fisher,DALESS,Highland,Highland,IV12 6ZQ,United Kingdom,Europe,1961-02-03,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Silver,254.86,499.9,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.7807
1890032,1,2020-03-04,2020-03-11,336562,0,2087,3,CAD,False,Male,Daniel Roberson,Toronto,ON,Ontario,M5J 2N1,Canada,North America,1948-10-21,Contoso Water Heater 4.0GPM M1250 White,Contoso,White,363.75,791.0,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.3359
1890032,2,2020-03-04,2020-03-11,336562,0,77,4,CAD,False,Male,Daniel Roberson,Toronto,ON,Ontario,M5J 2N1,Canada,North America,1948-10-21,NT Bluetooth Active Headphones E202 Silver,Northwind Traders,Silver,17.45,37.95,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.3359
1890032,3,2020-03-04,2020-03-11,336562,0,734,1,CAD,False,Male,Daniel Roberson,Toronto,ON,Ontario,M5J 2N1,Canada,North America,1948-10-21,Proseware Duplex Scanner M200 Green,Proseware,Green,68.52,149.0,306,"Printers, Scanners & Fax",3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.3359
1890032,4,2020-03-04,2020-03-11,336562,0,1749,6,CAD,False,Male,Daniel Roberson,Toronto,ON,Ontario,M5J 2N1,Canada,North America,1948-10-21,MGS Bicycle Board Games X500,Tailspin Toys,Grey,36.11,109.0,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.3359
1891007,1,2020-03-05,2020-03-10,1674200,0,14,1,USD,False,Female,Misty Williams,Mount Hope,KS,Kansas,67108,United States,North America,1966-05-18,Contoso 4GB Flash MP3 Player E401 Silver,Contoso,Silver,35.72,77.68,101,MP4&MP3,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1891021,1,2020-03-05,2020-03-09,425775,0,1497,7,EUR,False,Female,Katja Bauer,Düsseldorf Gerresheim,NW,Nordrhein-Westfalen,40629,Germany,Europe,1984-02-12,The Phone Company Smart phones Unlocked M300 White,The Phone Company,White,122.78,267.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,0.8939
1891021,2,2020-03-05,2020-03-09,425775,0,460,7,EUR,False,Female,Katja Bauer,Düsseldorf Gerresheim,NW,Nordrhein-Westfalen,40629,Germany,Europe,1984-02-12,WWI Desktop PC1.80 E1802 White,Wide World Importers,White,152.9,299.9,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.8939
1891025,1,2020-03-05,2020-03-12,1827897,0,1505,5,USD,False,Male,Nathan Perez,Douglas,GA,Georgia,31533,United States,North America,1964-01-04,The Phone Company Smart phones 6-LINE SCREEN M21 Pink,The Phone Company,Pink,105.77,230.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1891025,2,2020-03-05,2020-03-12,1827897,0,1675,3,USD,False,Male,Nathan Perez,Douglas,GA,Georgia,31533,United States,North America,1964-01-04,MGS Hand Games men M300 Red,Tailspin Toys,Red,3.17,6.89,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1891031,1,2020-03-05,2020-03-08,424079,0,51,2,EUR,False,Female,Ursula Kohl,Trebbin,BB,Brandenburg,14956,Germany,Europe,1987-02-02,WWI 2GB Pulse Smart pen M100 Blue,Wide World Importers,Blue,91.95,199.95,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,0.8939
1891031,2,2020-03-05,2020-03-08,424079,0,1194,1,EUR,False,Female,Ursula Kohl,Trebbin,BB,Brandenburg,14956,Germany,Europe,1987-02-02,Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Grey,Fabrikam,Grey,291.09,633.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,0.8939
1892000,1,2020-03-06,2020-03-09,161879,0,1637,9,AUD,False,Female,Kayla McGrowdie,DARTBROOK,NSW,New South Wales,2336,Australia,Australia,1992-01-26,Contoso DVD 48 DVD Storage Binder M50 Red,Contoso,Red,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.5087
1892000,2,2020-03-06,2020-03-09,161879,0,1581,3,AUD,False,Female,Kayla McGrowdie,DARTBROOK,NSW,New South Wales,2336,Australia,Australia,1992-01-26,SV DVD Recorder L240 Gold,Southridge Video,Gold,72.56,219.0,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.5087
1892000,3,2020-03-06,2020-03-09,161879,0,434,2,AUD,False,Female,Kayla McGrowdie,DARTBROOK,NSW,New South Wales,2336,Australia,Australia,1992-01-26,Adventure Works Desktop PC2.30 MD230 White,Adventure Works,White,275.46,599.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892002,1,2020-03-06,2020-03-08,67157,0,365,2,AUD,False,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,2533,Australia,Australia,1937-04-04,Adventure Works Laptop16 M1600 Black,Adventure Works,Black,275.46,599.0,301,Laptops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892002,2,2020-03-06,2020-03-08,67157,0,157,4,AUD,False,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,2533,Australia,Australia,1937-04-04,"Adventure Works 37"" 1080p LCD HDTV M150W Silver",Adventure Works,Silver,505.85,1099.99,201,Televisions,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892002,3,2020-03-06,2020-03-08,67157,0,986,6,AUD,False,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,2533,Australia,Australia,1937-04-04,A. Datum Compact Digital Camera M200 Silver,A. Datum,Silver,59.32,129.0,401,Digital Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892002,4,2020-03-06,2020-03-08,67157,0,1221,1,AUD,False,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,2533,Australia,Australia,1937-04-04,Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black,Fabrikam,Black,245.74,482.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892002,5,2020-03-06,2020-03-08,67157,0,433,1,AUD,False,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,2533,Australia,Australia,1937-04-04,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,White,321.05,969.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892002,6,2020-03-06,2020-03-08,67157,0,1151,1,AUD,False,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,2533,Australia,Australia,1937-04-04,Fabrikam Budget Movie-Maker 2/3'' 17mm E100 Black,Fabrikam,Black,209.03,410.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892002,7,2020-03-06,2020-03-08,67157,0,1096,1,AUD,False,Male,Levi Knox,KIAMA DOWNS,NSW,New South Wales,2533,Australia,Australia,1937-04-04,Contoso SLR Camera X145 Pink,Contoso,Pink,209.39,632.0,402,Digital SLR Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892005,1,2020-03-06,2020-03-07,1912515,0,111,2,USD,False,Male,Ale Danek,Jersey City,NJ,New Jersey,7304,United States,North America,1953-05-30,WWI Wireless Transmitter and Bluetooth Headphones X250 Black,Wide World Importers,Black,82.83,249.99,106,Bluetooth Headphones,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1892005,2,2020-03-06,2020-03-07,1912515,0,1599,2,USD,False,Male,Ale Danek,Jersey City,NJ,New Jersey,7304,United States,North America,1953-05-30,SV DVD External DVD Burner M200 Blue,Southridge Video,Blue,26.62,57.88,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.0
1892009,1,2020-03-06,2020-03-13,283837,0,281,2,CAD,False,Male,Allen Lau,Riviere Du Loup,QC,Quebec,G5R 3E9,Canada,North America,1939-05-18,Contoso Home Theater System 7.1 Channel M1700 Brown,Contoso,Brown,294.54,889.0,203,Home Theater System,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.342
1892009,2,2020-03-06,2020-03-13,283837,0,899,3,CAD,False,Male,Allen Lau,Riviere Du Loup,QC,Quebec,G5R 3E9,Canada,North America,1939-05-18,SV Keyboard E10 Silver,Southridge Video,Silver,22.43,44.0,308,Computers Accessories,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.342
1892009,3,2020-03-06,2020-03-13,283837,0,1307,6,CAD,False,Male,Allen Lau,Riviere Du Loup,QC,Quebec,G5R 3E9,Canada,North America,1939-05-18,Contoso Lens Adapter M450 Grey,Contoso,Grey,31.27,68.0,406,Cameras & Camcorders Accessories,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.342
1892014,1,2020-03-06,2020-03-12,292054,0,435,9,CAD,False,Male,Danny Chappel,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1999-07-24,Adventure Works Desktop PC1.60 ED160 White,Adventure Works,White,137.63,269.95,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.342
1892014,2,2020-03-06,2020-03-12,292054,0,316,5,CAD,False,Male,Danny Chappel,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1999-07-24,SV Car Video AM/FM E1001 Silver,Southridge Video,Silver,111.65,219.0,205,Car Video,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.342
1892014,3,2020-03-06,2020-03-12,292054,0,1457,8,CAD,False,Male,Danny Chappel,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1999-07-24,The Phone Company Touch Screen Phones - CRT M11 Gold,The Phone Company,Gold,86.91,189.0,503,Touch Screen Phones,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.342
1892014,4,2020-03-06,2020-03-12,292054,0,427,7,CAD,False,Male,Danny Chappel,Toronto,ON,Ontario,M5T 1T4,Canada,North America,1999-07-24,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.342
1892017,1,2020-03-06,2020-03-10,19726,0,311,2,AUD,False,Female,Victoria Daly,WATANOBBI,NSW,New South Wales,2259,Australia,Australia,1973-01-28,SV Car Video TFT6.2W E6280 Silver,Southridge Video,Silver,142.24,279.0,205,Car Video,2,TV and Video,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892017,2,2020-03-06,2020-03-10,19726,0,1551,1,AUD,False,Female,Victoria Daly,WATANOBBI,NSW,New South Wales,2259,Australia,Australia,1973-01-28,The Phone Company PDA Palm 3.7 inch M830 Silver,The Phone Company,Silver,137.5,299.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.5087
1892019,1,2020-03-06,2020-03-09,1055880,0,445,4,GBP,False,Male,Ryan Hunt,MIDDLESTONE MOOR,County Durham,County Durham,DL16 7ZR,United Kingdom,Europe,1978-08-04,WWI Desktop PC2.30 M2300 Black,Wide World Importers,Black,257.06,559.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,0.7689
1892020,1,2020-03-06,2020-03-12,1064976,0,1760,3,GBP,False,Female,Jasmine Doyle,CARLISLE,Carlisle,Carlisle,CA1 7ES,United Kingdom,Europe,1935-05-14,MGS Return of Arcade Anniversary Edition M390,Tailspin Toys,Blue,43.6,94.8,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,0.7689
1893002,1,2020-03-07,2020-03-16,1230014,0,1070,3,USD,False,Male,Nathan Crowder,Los Angeles,CA,California,90017,United States,North America,1973-10-26,A. Datum SLR Camera M141 Blue,A. Datum,Blue,143.48,312.0,402,Digital SLR Cameras,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
1893002,2,2020-03-07,2020-03-16,1230014,0,1708,1,USD,False,Male,Nathan Crowder,Los Angeles,CA,California,90017,United States,North America,1973-10-26,MGS Collector's M160,Tailspin Toys,Black,32.25,70.13,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1893009,1,2020-03-07,2020-03-10,1549707,0,427,4,USD,False,Male,Eugene Washington,Framingham,MA,Massachusetts,1702,United States,North America,1983-05-23,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1893009,2,2020-03-07,2020-03-10,1549707,0,46,5,USD,False,Male,Eugene Washington,Framingham,MA,Massachusetts,1702,United States,North America,1983-05-23,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,White,76.45,149.95,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1893010,1,2020-03-07,2020-03-10,1268964,0,1196,6,USD,False,Male,Michael Gonzalez,Gainesville,FL,Florida,32641,United States,North America,1969-07-06,Fabrikam Budget Moviemaker 1'' 25mm E400 Grey,Fabrikam,Grey,215.15,422.0,405,Camcorders,4,Cameras and camcorders,Online,Online,1402.1969696969697,2010-01-01,1.0
1893013,1,2020-03-07,2020-03-15,1594267,0,2509,1,USD,False,Female,Elizabeth Cole,Philadelphia,PA,Pennsylvania,19108,United States,North America,1935-04-24,Contoso Original K1m Li-Ion Standard Battery E170 Black,Contoso,Black,2.07,4.06,505,Cell phones Accessories,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1893013,2,2020-03-07,2020-03-15,1594267,0,729,1,USD,False,Female,Elizabeth Cole,Philadelphia,PA,Pennsylvania,19108,United States,North America,1935-04-24,Proseware Scan Jet Digital Flat Bed Scanner M300 Green,Proseware,Green,55.64,121.0,306,"Printers, Scanners & Fax",3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1893014,1,2020-03-07,2020-03-12,200765,0,1582,3,CAD,False,Male,Dennis Hull,Cluculz Lake,BC,British Columbia,V2N 4T6,Canada,North America,1998-02-02,SV DVD 48 DVD Storage Binder M50 Black,Southridge Video,Black,8.27,17.99,602,Movie DVD,6,"Music, Movies and Audio Books",Online,Online,1402.1969696969697,2010-01-01,1.342
1893016,1,2020-03-07,2020-03-11,1875946,0,416,2,USD,False,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1893016,2,2020-03-07,2020-03-11,1875946,0,664,6,USD,False,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24,Proseware Professional Quality Plain-Paper Fax and Copier X100 Black,Proseware,Black,75.87,229.0,306,"Printers, Scanners & Fax",3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1893016,3,2020-03-07,2020-03-11,1875946,0,1545,8,USD,False,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24,The Phone Company PDA Phone Unlocked 3.5 inches M530 Silver,The Phone Company,Silver,123.24,268.0,504,Smart phones & PDAs,5,Cell phones,Online,Online,1402.1969696969697,2010-01-01,1.0
1893016,4,2020-03-07,2020-03-11,1875946,0,2114,2,USD,False,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24,Contoso Water Heater 1.5GPM E0800 Red,Contoso,Red,131.28,257.5,804,Water Heaters,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.0
1893016,5,2020-03-07,2020-03-11,1875946,0,1810,2,USD,False,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24,MGS Bicycle Card Games2009 E166,Tailspin Toys,Blue,16.31,32.0,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1893016,6,2020-03-07,2020-03-11,1875946,0,456,5,USD,False,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24,WWI Desktop PC2.30 M2300 White,Wide World Importers,White,257.06,559.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1893016,7,2020-03-07,2020-03-11,1875946,0,46,2,USD,False,Female,Ethel Long,St Louis,MO,Missouri,63101,United States,North America,1958-11-24,WWI 1GB Pulse Smart pen E50 White,Wide World Importers,White,76.45,149.95,104,Recording Pen,1,Audio,Online,Online,1402.1969696969697,2010-01-01,1.0
1893018,1,2020-03-07,2020-03-13,1896161,0,1793,8,USD,False,Male,Andre Easterling,Omaha,NE,Nebraska,68114,United States,North America,1967-08-12,MGS Halo: Combat Evolved2009 E149,Tailspin Toys,Pink,21.92,43.0,702,Download Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1893018,2,2020-03-07,2020-03-13,1896161,0,450,3,USD,False,Male,Andre Easterling,Omaha,NE,Nebraska,68114,United States,North America,1967-08-12,WWI Desktop PC2.33 X2330 Brown,Wide World Importers,Brown,304.48,919.0,303,Desktops,3,Computers,Online,Online,1402.1969696969697,2010-01-01,1.0
1893018,3,2020-03-07,2020-03-13,1896161,0,1665,7,USD,False,Male,Andre Easterling,Omaha,NE,Nebraska,68114,United States,North America,1967-08-12,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,2.54,4.99,701,Boxed Games,7,Games and Toys,Online,Online,1402.1969696969697,2010-01-01,1.0
1893026,1,2020-03-07,2020-03-08,41570,0,2422,1,AUD,False,Male,Rory Brough,East Point,NT,Northern Territory,820,Australia,Australia,1937-08-15,Litware 20'' Box Fan E401 Yellow,Litware,Yellow,13.25,25.99,808,Fans,8,Home Appliances,Online,Online,1402.1969696969697,2010-01-01,1.5087
